class,cap.diameter,stem.height,colour,water.content
edible,6.38,5.23,brown,51.124762957915664
poisonous,1.88,7.81,grey,64.28139477968216
poisonous,8.63,8.34,grey,68.81945338100195
poisonous,8.82,9.66,grey,58.637936720624566
edible,4.7,4.71,red,34.97855603694916
edible,4.06,4.7,brown,50.31226919032633
poisonous,6.96,8.6,grey,32.28401322849095
poisonous,6.33,5.39,grey,39.31595659814775
edible,5.99,5.94,brown,53.67918215692043
poisonous,19.79,5.68,brown,35.21562362089753
edible,3.63,7.31,grey,59.290756499394774
edible,3.62,5.49,brown,53.311187494546175
edible,8.39,7.81,grey,58.216539742425084
poisonous,5.6,6.04,red,59.15510962717235
edible,5.37,12.82,brown,39.308853037655354
poisonous,15.09,17.45,brown,60.63168743625283
poisonous,3.17,4.59,red,34.74125234410167
edible,10.84,7.27,brown,63.05837767198682
edible,6.62,6.05,grey,56.47182434797287
edible,6.22,5.13,brown,40.88557689450681
poisonous,8.53,4.72,brown,36.161490911617875
edible,3.98,6.34,red,35.31044918112457
poisonous,5.59,9.77,brown,69.68442637473345
poisonous,4.55,6.12,grey,66.26940897665918
poisonous,7.65,8.64,brown,55.813616989180446
poisonous,3.72,5.31,brown,54.68995685689151
poisonous,1.42,6.57,grey,52.454560566693544
edible,1.31,4.95,red,43.055788557976484
edible,7.97,4.96,grey,59.29984334856272
poisonous,4.56,6.28,brown,37.15516082942486
edible,12.6,5.93,red,45.37355995737016
edible,0.84,2.82,brown,62.25348949432373
poisonous,3.98,6.69,brown,66.99988768436015
edible,8.85,7.98,red,51.71973463147879
poisonous,3.64,4.87,red,56.112946309149265
edible,3.45,5.59,brown,39.94931139983237
poisonous,12.4,7.63,red,40.48482804559171
edible,4.2,3.96,brown,49.258682038635015
edible,10.27,7.35,brown,31.34329702705145
poisonous,15.27,5.73,red,30.264997966587543
edible,13.73,2.78,red,54.032466132193804
poisonous,0.69,3.61,brown,48.27019187621772
poisonous,4.97,7.27,brown,63.06839189492166
poisonous,3.02,3.54,red,54.23882884904742
edible,10.48,7.92,brown,59.198228707537055
poisonous,4.71,5.25,brown,61.505099134519696
edible,7.44,5.49,grey,38.04119679145515
poisonous,12.55,4,brown,54.917044062167406
edible,2.87,4.2,grey,38.32700811326504
poisonous,1.42,3.84,brown,69.50075252912939
edible,3.77,4.71,grey,58.21379334665835
poisonous,24.7,6.75,brown,54.516565054655075
poisonous,6.21,4.23,grey,56.224601194262505
edible,18.97,23.82,grey,62.63319713994861
edible,11.76,5.18,brown,65.36895391531289
poisonous,1.39,3.41,grey,45.69765659980476
poisonous,2.71,3.99,grey,49.35445507988334
poisonous,1.51,2.54,brown,33.49017067812383
poisonous,14.79,6.5,grey,44.859901033341885
poisonous,9.83,7.21,brown,50.96411883831024
edible,4.14,5.41,grey,32.97504478134215
poisonous,4.92,0,grey,58.54091978631914
edible,6.53,8.9,brown,41.79627935402095
poisonous,6.63,13.54,red,68.38273926638067
edible,3.11,4.49,brown,56.56177453696728
edible,3.98,8.44,red,49.78868625126779
poisonous,1.27,3.53,red,32.426605597138405
edible,3.49,3.51,grey,51.22601534239948
edible,5.98,4.49,grey,63.58094144612551
poisonous,4.06,5.56,grey,50.542645789682865
poisonous,9.05,5.09,grey,51.07470347546041
edible,5.79,5.92,grey,36.280258037149906
poisonous,3.52,0,grey,59.57497279159725
poisonous,3.84,5.08,brown,61.86657105572522
poisonous,6.12,11.55,red,57.871306762099266
edible,12.51,2.49,brown,32.251496501266956
poisonous,3.6,5.21,brown,68.84254967793822
poisonous,4.16,5.72,brown,34.365149876102805
poisonous,1.32,5.08,grey,40.98068976774812
poisonous,0.56,4.62,brown,39.18044101446867
poisonous,0.92,2.75,brown,35.974721163511276
poisonous,10.6,9.99,red,62.92475708760321
edible,3.77,5.69,brown,51.73168772831559
edible,11.38,10.8,grey,48.35431832820177
edible,11.23,7.82,brown,35.73594210669398
edible,1.18,5.81,brown,57.96486313454807
poisonous,2.9,8.21,grey,60.33370385877788
poisonous,9.25,10.31,red,65.55533645674586
poisonous,6.96,6.38,grey,38.999036410823464
edible,12.52,6.71,brown,43.939450439065695
edible,10.45,2.57,brown,69.961714502424
poisonous,8.62,8.04,grey,45.087461369112134
edible,9.92,9.98,grey,51.63082906976342
poisonous,8.02,6.89,red,60.083678755909204
edible,3.52,4.62,grey,32.291397573426366
edible,2.78,4.85,grey,68.02693440578878
poisonous,2.75,2.72,grey,47.7916663326323
poisonous,3.47,0,brown,66.22040406800807
edible,1.46,4.97,grey,69.64985971339047
edible,5.8,5.93,brown,37.19151373952627
poisonous,3.92,5.4,grey,59.37878838740289
edible,8.14,5.1,grey,37.76541665196419
edible,10.41,7.68,grey,49.58159142173827
poisonous,5.36,6.72,grey,44.437124971300364
edible,1.87,5.35,brown,45.88131113909185
edible,9.84,17.07,grey,68.11231152154505
edible,8.71,5.85,red,35.28665700927377
edible,9.54,4.7,grey,43.540253257378936
poisonous,0.74,4.44,brown,60.87252384983003
edible,4.73,6.17,brown,65.31478627584875
edible,1.87,6.87,brown,53.44163368456066
poisonous,4.55,5.83,brown,51.93841558881104
edible,9.38,5.36,grey,49.58235180005431
edible,8.01,7.47,grey,36.42075805924833
poisonous,5.1,3.49,brown,56.935067446902394
poisonous,7.09,6.15,brown,53.034503161907196
poisonous,1.29,4.89,grey,42.87203170359135
poisonous,2.52,3.63,brown,50.568360509350896
edible,8.99,6.99,brown,59.95405209250748
poisonous,3.89,3.23,grey,45.13227719813585
poisonous,7.33,4.52,red,43.29888004809618
edible,7.79,6.65,brown,53.18909873254597
poisonous,3.43,4.65,brown,60.76208989135921
poisonous,6.71,11.88,brown,62.90828683413565
poisonous,1.01,3.23,red,61.9475610088557
poisonous,12.13,11.16,brown,56.99601233005524
poisonous,8.69,4.66,red,50.96526429057121
poisonous,3.01,3.84,grey,54.191734651103616
poisonous,1.69,5.68,grey,30.095958402380347
edible,4.49,6.6,grey,42.33351011760533
edible,7.01,8.37,brown,57.54982332699001
edible,8.87,7.71,brown,32.87392843514681
edible,12.78,2.54,brown,67.948995558545
poisonous,2.48,0,brown,42.787696393206716
poisonous,4.36,4.77,brown,67.28251161053777
edible,7.74,5.24,grey,39.19939020648599
edible,1.64,7.74,brown,67.1431043278426
edible,5.31,6.5,brown,44.2948785610497
edible,4.67,5.83,grey,69.62882931344211
poisonous,4.29,4.11,brown,36.00550344213843
edible,3.84,7.79,red,40.832961620762944
poisonous,3.08,5.1,brown,37.69675293006003
poisonous,3.62,4.42,grey,37.54471772350371
poisonous,1.72,3.84,grey,60.76655983924866
poisonous,7.52,6.29,grey,54.2257627658546
edible,10.48,8.41,brown,52.017393400892615
edible,3.12,4.69,brown,60.80926390364766
poisonous,6.45,4.66,brown,58.57883874326944
poisonous,1.58,3.56,red,37.493490763008595
poisonous,1.74,1.9,grey,30.16204678453505
poisonous,13.52,6.74,brown,36.33626785129309
edible,20.25,7.51,brown,65.11936750262976
poisonous,7.58,9.01,brown,36.143513368442655
edible,8.82,6.92,brown,51.88982562161982
edible,6.25,6.48,grey,42.625657534226775
poisonous,6.33,13.55,brown,34.98299641534686
poisonous,1.85,4.87,grey,67.06161323934793
poisonous,2.06,4.36,grey,50.79419362358749
edible,14.24,14.84,brown,65.6820010766387
edible,13.24,9.4,brown,31.398222604766488
edible,3.83,3.04,grey,41.84163517318666
edible,8.2,5.59,brown,46.37508453801274
poisonous,4.07,4.81,grey,69.12974084727466
poisonous,6.24,6.92,red,38.12637251801789
poisonous,6.31,8.23,brown,55.080280508846045
poisonous,20.87,4.87,grey,54.23946022056043
poisonous,9.33,11.22,brown,55.86941265501082
poisonous,1.41,5.32,brown,39.52381940558553
poisonous,3.18,3.86,grey,40.46732353977859
edible,3.92,4.7,grey,64.00016871280968
poisonous,12.34,4.62,brown,62.07221043296158
edible,8.1,4.59,brown,55.64005944877863
edible,8.59,10.95,brown,60.0694299954921
poisonous,6.65,5.56,brown,50.93567476607859
poisonous,5.28,6.11,brown,43.87545803561807
poisonous,3.98,5.68,grey,52.10940258577466
edible,7.02,5.23,brown,63.89438389800489
edible,3.34,3.9,red,43.78858202137053
poisonous,5.52,4.97,brown,66.29271982237697
edible,8.43,4.93,brown,47.90404328145087
edible,6.06,4.9,brown,50.98582485690713
edible,3,3.88,grey,53.48119934089482
poisonous,10.21,3.6,grey,67.85722707398236
poisonous,9.15,10.36,grey,55.27212395332754
poisonous,2.76,6.56,brown,56.1663265619427
edible,22.34,25.98,grey,35.85736212320626
edible,14.33,2.69,brown,49.24424440599978
edible,8.75,8.64,red,47.21334869042039
poisonous,7.52,7.55,brown,35.62977109104395
poisonous,3.45,8.98,red,66.34652942419052
poisonous,2.71,9.02,brown,37.34447030350566
edible,4.15,3.7,brown,30.18662679940462
edible,7.28,8.65,brown,37.69168136641383
edible,4.4,5.39,brown,61.86604498885572
edible,5.69,5.69,brown,68.45229694619775
edible,5.78,7.15,brown,30.807014359161258
poisonous,5.13,6.5,grey,48.625294882804155
edible,6.76,6.71,grey,36.24014765955508
poisonous,0.86,4.29,grey,54.69343928620219
poisonous,0.54,3.22,grey,30.179403135553002
poisonous,5.48,2.94,grey,30.389714911580086
edible,3.41,4.01,brown,53.52635262534022
poisonous,12.17,8.52,brown,43.25297155417502
edible,4.36,5.81,grey,40.099693117663264
edible,5.88,4.13,brown,63.029286274686456
edible,6.18,3.42,grey,34.581464333459735
poisonous,5.43,6.18,brown,58.39858158491552
edible,18.22,6.19,red,35.51747548393905
edible,1.58,6.84,grey,59.27970403805375
poisonous,1.62,3.22,red,35.748575227335095
poisonous,2.47,2.84,grey,45.101304706186056
poisonous,2.89,1.92,brown,33.7551105581224
edible,8.6,7.88,brown,41.57712039537728
edible,2.03,5.24,grey,57.78542222455144
poisonous,3.48,5.71,brown,58.25943320989609
edible,7.85,5.22,red,40.22836431860924
poisonous,3.02,5.06,grey,69.18121859431267
edible,4.91,5.04,grey,39.95115302503109
edible,3.3,4.49,red,65.9980791900307
edible,6.94,5.78,grey,33.89136786572635
edible,8.21,4.74,brown,59.75029634311795
poisonous,10.23,5.67,grey,56.933042192831635
poisonous,1.48,5.22,brown,38.61471940763295
poisonous,7.77,4.63,brown,48.31982693634927
poisonous,0.73,4.17,brown,44.097447358071804
edible,4.67,4.58,grey,65.64105992205441
poisonous,0.61,4.15,grey,44.452642453834414
edible,12.5,9.21,grey,50.21384689025581
poisonous,3.7,8.28,grey,37.0144671946764
edible,3.62,4.78,brown,65.7636933773756
poisonous,7.83,10.69,brown,31.760062063112855
edible,16.93,10.72,brown,55.53621822968125
poisonous,21.07,6.16,grey,53.07487196289003
poisonous,2.22,2.52,grey,37.05525619909167
poisonous,1.2,4.81,red,53.04819222539663
poisonous,1.94,5,brown,51.06028282083571
poisonous,0.63,4.4,brown,62.13709552772343
poisonous,1.1,3.3,red,47.404805440455675
edible,3.34,3.49,red,56.45535619929433
poisonous,2.71,5.09,red,44.064380871132016
edible,24.78,14.1,brown,31.953174769878387
poisonous,5.01,4.39,brown,43.288277545943856
poisonous,2.78,2.95,brown,47.97731055878103
poisonous,3.95,4.92,brown,57.235238533467054
poisonous,4.38,6.09,grey,61.54914832673967
edible,1.62,6.46,grey,45.80291454680264
poisonous,6.68,7.91,brown,56.62729000672698
edible,3.74,4.44,brown,41.06793246231973
edible,11.88,6.36,grey,64.84379720874131
edible,3.63,3.73,brown,59.38523270189762
edible,9.34,9.47,grey,39.33219067752361
edible,5.51,5.49,grey,44.537651957944036
poisonous,1.18,3.47,brown,41.30900498479605
poisonous,10.44,6.16,brown,68.7705294135958
poisonous,6.8,6.72,brown,67.30186921544373
edible,4.76,5.83,brown,55.58325383812189
poisonous,3.8,6.3,grey,53.293624483048916
edible,9.55,7.87,brown,60.786216016858816
edible,3.32,4.72,brown,64.57023056223989
edible,2.87,2.72,brown,55.55778949521482
edible,21.33,15.49,brown,49.62242966517806
poisonous,10.35,8.9,grey,39.463158436119556
poisonous,1.33,3.7,brown,35.66541771404445
edible,4.01,6.17,brown,55.993794640526175
poisonous,2,3.05,grey,52.056797770783305
edible,53.48,5.56,grey,65.72528687305748
poisonous,5.44,11.27,brown,46.42866839654744
poisonous,3.97,5.21,brown,50.32881907187402
edible,8.17,7.97,brown,48.15524738281965
edible,9.74,9.09,brown,37.2324394620955
edible,11.48,2.59,brown,66.7393486853689
edible,20.32,16.16,brown,42.3659884929657
edible,6.85,5.74,brown,32.821812806650996
edible,8.81,4.97,brown,36.983713479712605
poisonous,6.04,5.05,brown,52.81458823941648
poisonous,13.46,11.23,brown,65.32886638306081
edible,10.82,8.31,grey,57.0978678483516
poisonous,6.86,5.18,brown,41.02533729746938
poisonous,5.94,2.86,grey,57.30734440498054
edible,2.95,6.09,grey,49.92055485956371
poisonous,4.36,6.45,grey,50.880316253751516
poisonous,3.69,4.47,brown,40.62205112539232
poisonous,3.54,8.47,grey,37.08848170004785
edible,1.54,4.89,grey,55.47830207273364
edible,4.85,5.27,grey,35.78129461966455
poisonous,1.05,3.63,grey,37.094861483201385
edible,8.89,7.34,grey,42.38420628011227
edible,3.58,4.17,grey,57.62832303531468
edible,8.4,6.33,brown,69.88235507160425
edible,9.95,9.7,grey,62.74558081291616
edible,10.2,8.97,brown,39.08345299772918
poisonous,7.36,4.01,grey,67.96063454821706
edible,16.27,10.51,brown,45.37428128533065
edible,10.5,8.97,grey,47.45282720774412
poisonous,4.61,0,grey,53.008753675967455
poisonous,5.15,5.97,brown,64.82751648873091
poisonous,3.85,5.13,brown,49.117885837331414
poisonous,10.03,13.15,grey,67.22315394319594
edible,6.91,5.6,grey,59.482032526284456
edible,5.62,11.25,brown,56.95798636414111
edible,7.04,11.67,grey,51.52689057402313
edible,5.97,3.56,brown,48.24213910847902
edible,3.8,7.05,brown,31.61939160898328
poisonous,7,1.26,grey,32.97094722278416
poisonous,14.6,5.22,brown,51.33386609144509
edible,8.18,11.72,grey,44.620763305574656
poisonous,3.66,4.49,grey,48.79252481274307
edible,8.63,5.29,red,31.417127614840865
poisonous,15.19,4.85,brown,63.09441092424095
edible,5.86,5.08,red,37.269456796348095
poisonous,3.27,6.26,red,59.69521325081587
edible,9.87,5.72,grey,42.94466683641076
poisonous,3.34,7.51,grey,46.458275243639946
poisonous,8.47,11.12,brown,46.25869628973305
poisonous,14.7,4.88,brown,52.90300973691046
edible,10.39,7.52,brown,59.37362041324377
poisonous,3.51,0,grey,62.3102334421128
poisonous,11.24,6.27,grey,68.98274225182831
poisonous,4.46,5.3,brown,58.58614997006953
edible,9.51,7.42,red,30.33088531345129
poisonous,0.64,3.39,brown,53.92076802439988
edible,6.78,7.41,red,32.98355526290834
poisonous,2.58,5.56,red,41.724251322448254
edible,11.65,7.64,grey,40.77146653085947
poisonous,5.36,8.17,grey,69.65148211456835
edible,5.75,7.91,brown,63.13327465206385
edible,7.52,8.45,brown,45.76518174260855
poisonous,1.44,4.42,grey,60.05644863471389
poisonous,13.51,11.29,red,42.43684698827565
edible,6.64,5.48,brown,31.81252676062286
poisonous,11.84,7.33,brown,30.262537309899926
edible,7.63,6.67,grey,48.17093785852194
edible,14.69,6.24,grey,68.09596915729344
poisonous,7.67,7.02,grey,44.115299535915256
poisonous,3.2,5.69,brown,32.438267981633544
poisonous,8.79,9.47,brown,36.36142407543957
edible,5.27,5.66,brown,45.28619502671063
poisonous,6.4,6.24,brown,39.87096318975091
poisonous,6.7,5.87,brown,46.072527058422565
edible,11.04,21.19,brown,51.65632722899318
edible,5.85,5.83,grey,61.318672727793455
edible,9.5,8.99,red,56.138951275497675
edible,19.11,16.93,brown,68.11211635358632
edible,6.47,5.96,grey,39.20405519194901
poisonous,5.81,3.85,brown,57.98835176974535
poisonous,7.77,8.26,grey,49.46141100488603
poisonous,3.49,6.11,grey,57.46020281687379
edible,1.16,5.87,brown,36.91851085051894
poisonous,5.91,5.58,red,55.641756830736995
poisonous,9.73,9.01,grey,30.833172537386417
edible,2.92,4.48,grey,51.765324622392654
edible,6.05,5.46,grey,33.752707187086344
edible,9.61,7.71,brown,36.06402078643441
poisonous,1.81,3.42,grey,39.897131184116006
poisonous,3.21,5.77,red,52.68141268752515
edible,17.67,26.16,grey,41.23634645715356
edible,2.85,6.05,grey,41.40253711491823
poisonous,6.16,3.77,brown,53.1867156829685
poisonous,3.53,5.24,brown,37.17801974155009
poisonous,2.98,5.32,grey,31.059308210387826
poisonous,12.98,4.7,grey,31.34228214621544
poisonous,4.09,4.06,grey,42.95502360910177
poisonous,2.57,6.59,brown,63.51301580667496
poisonous,2.91,4.46,brown,49.72030561417341
edible,5.65,4.96,red,54.09799291752279
poisonous,3.12,3.21,grey,60.71357152424753
edible,4.25,4.35,brown,58.52401156909764
poisonous,5.68,7.8,red,59.04011661186814
edible,19.33,28.44,grey,38.3905170019716
edible,8.18,7.32,red,48.474864372983575
poisonous,4.57,2.68,grey,53.88291661627591
edible,5.79,6.03,brown,65.70459168404341
poisonous,6.82,5.96,grey,48.088631611317396
edible,3.35,4.29,grey,62.244288716465235
poisonous,2.09,4.59,grey,46.17536677978933
poisonous,5.2,6.41,brown,63.83089303970337
poisonous,7.46,11.92,brown,35.4938901681453
edible,5.49,12.3,brown,63.04722737520933
poisonous,3.04,3.61,brown,58.76508602872491
poisonous,8.47,8.03,brown,59.14669420570135
poisonous,8.6,8.53,brown,44.34420940466225
poisonous,6.57,11.5,brown,69.35539090074599
edible,5.03,4.16,brown,44.81180913746357
edible,10.8,7.14,grey,47.203127136453986
edible,12.82,6.82,grey,59.66648057103157
edible,4.59,8.03,red,35.526941660791636
poisonous,8.93,8.77,grey,61.75144982524216
poisonous,13.19,6.7,brown,48.76875293441117
poisonous,3.42,5.17,grey,69.57692609168589
poisonous,7.24,6.26,grey,43.95216313190758
poisonous,0.89,2.91,brown,42.375835655257106
poisonous,13.08,5.26,brown,35.09277977980673
poisonous,4.93,3.59,brown,51.52567092329264
poisonous,3.08,3.57,red,58.325412441045046
poisonous,5.38,6.79,grey,36.5752019174397
poisonous,2.53,7.22,grey,40.796596966683865
poisonous,8.81,9.47,brown,50.9802489914
edible,9.35,7.89,brown,52.83992689102888
edible,4.18,3.88,grey,48.08861022815108
edible,11.49,5.24,red,45.986180836334825
edible,1.3,4.61,brown,65.24596417322755
edible,5.16,7.88,brown,63.405103823170066
edible,14.97,9.96,red,46.64203907363117
edible,1.61,4.92,brown,67.92626139707863
poisonous,4.03,13.06,grey,45.750322779640555
edible,7.35,6.69,brown,65.09237099438906
poisonous,2.71,3.79,brown,61.264637066051364
poisonous,2.36,6.36,grey,51.84711235575378
poisonous,3.64,5.3,grey,44.15308644995093
poisonous,4.22,2.1,red,68.09216499328613
poisonous,4.6,2.85,red,51.643789829686284
poisonous,1.01,3.94,grey,51.86510970816016
poisonous,2.3,0,brown,34.685458447784185
poisonous,8.5,2.77,brown,41.6286423522979
edible,11.01,4.65,brown,44.12571270018816
poisonous,0.7,4.64,brown,41.79075414314866
poisonous,6.7,4.36,grey,39.67423285357654
edible,4.88,6.46,grey,61.8096103426069
edible,10.74,7.32,brown,50.631283428519964
edible,5.08,4.9,grey,63.4360168594867
poisonous,12.04,9.39,grey,53.39486299082637
poisonous,2.52,8.58,brown,66.58951692283154
edible,6.18,6.34,grey,67.01909840106964
edible,4.3,4.12,grey,65.70143702439964
poisonous,2.98,4.19,brown,63.96520035341382
edible,12.01,7.1,brown,66.55075510963798
poisonous,2.4,7.14,brown,42.88627175614238
poisonous,6.71,9.92,brown,57.482965625822544
poisonous,4.14,7.79,brown,47.230288926512
edible,10.67,7.44,grey,32.253489857539535
poisonous,1.53,4.59,brown,64.13494782522321
edible,7.19,4.7,grey,62.44413263164461
edible,8.18,6.22,grey,30.73081531561911
poisonous,8.55,4.24,red,31.87590860761702
poisonous,9.13,8.84,brown,55.49009860493243
edible,3.88,6.29,brown,58.74940054491162
poisonous,1.52,5.12,grey,35.257475934922695
edible,10.69,7.16,grey,32.92272453196347
edible,4.99,4.08,grey,55.64268824644387
edible,9.1,11.66,grey,44.575856644660234
poisonous,1.21,4.21,brown,68.75975174829364
poisonous,1.99,5.86,brown,60.27859479188919
poisonous,4.32,0,brown,33.12681674025953
poisonous,11.61,8.22,brown,43.28509251587093
poisonous,22.97,6.2,brown,56.43844747915864
edible,6.93,6.03,grey,48.206002144142985
poisonous,3.17,3.05,grey,69.23322493210435
poisonous,3.57,8.65,brown,69.36553936451674
poisonous,17.92,4.83,brown,56.23346155509353
edible,12.94,6.6,red,60.29563792049885
poisonous,5.86,5.65,red,50.29521935619414
edible,1.73,6.33,brown,46.35486329905689
poisonous,8.47,1.51,red,33.34646563977003
edible,2.43,3.25,grey,44.10783106461167
edible,3.12,5.08,brown,69.20622484758496
edible,5.82,11.69,grey,62.57757102139294
edible,15.03,21.82,red,43.69442358613014
edible,7.07,6.59,brown,57.159183816984296
edible,3.07,4.49,brown,43.11114436015487
edible,7.84,6.46,brown,47.75192767381668
poisonous,1.78,5.17,red,49.92421227507293
poisonous,1.18,3.7,grey,48.160893181338906
edible,7.61,3.34,grey,41.39783728867769
edible,12.58,9.71,grey,36.61846578121185
edible,3.58,4.66,brown,51.20299861766398
edible,39.76,3.65,grey,54.765788624063134
edible,6.02,11.48,brown,69.53531417064369
edible,3.74,4.24,brown,42.22901877015829
poisonous,2.04,3.65,grey,36.564334724098444
edible,4.01,5.98,red,32.02935972250998
edible,14.55,2.6,grey,51.254234574735165
edible,3.84,4.92,grey,33.1763075850904
poisonous,5.67,10.25,brown,34.7167756408453
poisonous,9.74,8.52,brown,41.808485593646765
edible,7.91,6.16,brown,39.04884082265198
edible,4.27,8.04,grey,38.80992146208882
poisonous,10.13,5.59,brown,65.74411590583622
edible,3.17,5.65,red,55.13318303972483
edible,1.45,6.07,grey,38.99987860582769
edible,4.52,5.68,brown,67.66504565253854
edible,10.42,5.94,brown,69.64474396780133
poisonous,5.58,3.21,brown,57.11967354640365
edible,7.36,9.34,brown,44.62615995667875
poisonous,4.65,6.12,brown,36.61288186907768
edible,4.72,4.3,brown,45.46415845863521
poisonous,14.32,5.24,brown,64.6428876183927
poisonous,1.55,5.38,grey,46.37171338312328
poisonous,2.27,6.69,brown,56.08971350826323
poisonous,6.86,1.61,red,48.63797388970852
poisonous,3.69,3.56,brown,33.191055255010724
poisonous,3.86,0,brown,55.7287963014096
edible,1.61,5.15,brown,45.41872321628034
poisonous,3.48,4.83,brown,61.47669649682939
edible,10.98,6.09,brown,39.85562162473798
poisonous,1.6,1.92,brown,44.44851150736213
poisonous,0.98,3.77,grey,44.33347183279693
edible,5.17,7.29,grey,65.98981347866356
poisonous,5.66,4.75,grey,41.34604469873011
poisonous,4.16,4.22,brown,30.967928422614932
poisonous,0.66,3.41,grey,38.13837680965662
edible,3.61,3.02,brown,52.48176433146
poisonous,8.97,4.76,brown,36.53546068817377
edible,3.44,4.48,red,36.79244305938482
edible,8.4,9.25,red,66.40168356709182
poisonous,3.19,3.15,brown,37.807943196967244
poisonous,2.56,6.98,brown,43.889194848015904
poisonous,2.06,4.64,brown,51.441079108044505
edible,7.37,7.05,grey,52.95721158385277
poisonous,5.62,6.83,grey,43.68269047699869
edible,8.38,5.31,brown,61.41592619009316
poisonous,1.95,4.53,grey,47.66724550165236
poisonous,1.19,2.83,red,46.23927364125848
edible,6.41,5.34,grey,43.100927574560046
poisonous,0.75,3.49,red,58.23445928283036
edible,3.58,6.36,grey,55.109144104644656
poisonous,3.3,5.97,brown,39.445607820525765
poisonous,10.89,5.77,grey,35.02992186695337
edible,1.19,4.47,grey,69.48339626193047
poisonous,3.28,3.72,brown,69.73899872042239
poisonous,9.83,6.39,grey,38.87338318862021
poisonous,6.79,4.63,brown,41.796149080619216
edible,8.4,8.74,brown,54.22847061417997
edible,7.87,4.72,brown,54.16281062178314
edible,8.04,6.86,grey,64.48381901718676
edible,5.11,5.8,brown,37.99309207126498
poisonous,6.77,7.12,brown,55.513332076370716
poisonous,2.25,6.32,red,55.22743456996977
poisonous,6.34,8.34,grey,58.3870046120137
poisonous,3.19,0,brown,66.29159624688327
edible,2.95,2,brown,57.27901385165751
poisonous,1.32,4.65,grey,59.74700836464763
poisonous,4.06,9.18,brown,64.2635378241539
edible,4.64,6.29,grey,37.396755097433925
poisonous,8.45,9.03,grey,30.892223911359906
poisonous,10.93,6.34,red,62.2243675775826
poisonous,3.21,9.73,grey,36.154891680926085
poisonous,6.11,7.58,grey,48.64038124680519
poisonous,4.58,1.29,brown,53.814687533304095
poisonous,3.93,6.23,brown,32.96255595982075
poisonous,2.86,2.81,grey,58.613577922806144
poisonous,2.82,5.01,red,62.39411000162363
edible,7.28,5.84,grey,38.78319384530187
poisonous,1.86,6.58,grey,57.037310199812055
poisonous,1.72,5.19,red,68.89363252557814
poisonous,7.69,11.77,red,56.27363909035921
edible,5.81,6.8,grey,53.041022550314665
edible,7.55,5.3,grey,64.69520334154367
edible,2.43,5.53,brown,55.718339486047626
poisonous,9.65,4.28,grey,38.69452244602144
poisonous,16.81,8.6,brown,61.10546794719994
edible,8.68,7.23,brown,62.424297481775284
edible,5.68,5.26,brown,40.8597675152123
poisonous,1.93,5.95,grey,46.40498480759561
poisonous,4.28,6.01,brown,59.43541198968887
poisonous,7.07,9.07,grey,50.47294902615249
edible,1.84,5.74,brown,53.39044248685241
poisonous,6.96,7.91,grey,41.50492802262306
poisonous,4.15,6.17,brown,39.59688798524439
edible,1.32,3.76,grey,66.25161916948855
edible,11.35,7.95,brown,62.53455695696175
edible,10.53,7.24,red,51.20728017762303
poisonous,1.34,3.76,grey,36.582615254446864
poisonous,11.2,3.81,brown,47.013624757528305
edible,0.73,5.02,grey,52.613584185019135
edible,6.6,5.49,grey,52.34986122697592
edible,3.04,4.56,grey,51.000898918136954
edible,1.65,5.68,red,39.506783643737435
poisonous,1.85,4.89,red,60.198307037353516
edible,8.96,2.27,red,62.42914163507521
poisonous,8.65,9.32,grey,63.480090061202645
poisonous,3.22,5.13,grey,44.697313252836466
poisonous,2,3.84,brown,45.19549551419914
poisonous,4.98,4.5,brown,46.66003626771271
edible,6.82,4.99,red,57.1141754090786
edible,7.06,12.97,grey,40.650438349694014
edible,4.98,6.89,red,52.71096219308674
poisonous,3.25,5.3,grey,45.21429205313325
edible,10.22,6.87,grey,61.12511961720884
poisonous,6.79,4.02,grey,59.70223025418818
edible,4.56,6.27,brown,33.47480297088623
poisonous,0.72,4.49,grey,37.78323598206043
poisonous,3.73,6.72,grey,60.21958000957966
poisonous,8.99,10.21,grey,36.54701055958867
edible,19.53,26.47,brown,39.56478236243129
edible,8.14,4.17,red,37.382864747196436
poisonous,4.13,5.26,brown,49.92514911107719
poisonous,13.46,5.1,brown,33.40324638411403
poisonous,3.98,6.23,red,61.56390408985317
poisonous,2.19,6.61,brown,57.97678663395345
poisonous,5.07,6.84,brown,65.76309188269079
edible,7.59,6.07,red,31.76284806802869
edible,1.4,5.04,grey,65.01146556809545
poisonous,7.92,15.6,grey,35.83238490857184
poisonous,2.87,2.97,grey,56.21248145587742
poisonous,1.3,3.11,brown,33.02129378542304
poisonous,1.46,1.77,grey,53.15189687535167
poisonous,1.97,7,brown,53.50937088020146
edible,14.29,7.72,grey,30.199628807604313
poisonous,9.56,1.57,brown,43.67729550227523
poisonous,9.34,3.44,grey,63.33026960492134
edible,10.11,9.53,brown,36.15285906009376
edible,5.78,7.21,brown,46.083259070292115
poisonous,12.86,14.66,brown,30.600182246416807
poisonous,2.49,5.38,grey,34.24396096728742
poisonous,5.42,5.93,brown,36.03267589583993
poisonous,6.54,12.06,red,59.40789433196187
poisonous,22.7,4.9,grey,62.3084866348654
poisonous,6,8.32,grey,64.55869210883975
poisonous,6.43,6.01,brown,45.69126243703067
poisonous,1.28,4.38,brown,34.416423588991165
